sample	chrom	n_het	median_af	mean_af	sd_af	q25_af	q75_af	median_dp	chr_length	het_per_kb_chrom	chrom_median_het	chrom_mad_het	chrom_median_het_kb	chrom_het_z	chrom_het_flag
Cn101	NC_018792.1	1	0.23076923076923078	0.23076923076923078	NA	0.23076923076923078	0.23076923076923078	91	NA	NA	1	0	NA	NA	NA
Cn101	NC_026745.1	221	0.3817204301075269	0.4132662813555648	0.18973538598607378	0.2457627118644068	0.5526315789473685	211	2291499	0.09644341978765865	220.5	31.875899999999998	0.09622522200533364	0.015685831615734773	baseline
Cn101	NC_026746.1	112	0.38255159474671674	0.44293230236383335	0.20181273966080446	0.26845682302771856	0.6386184210526317	84	1621675	0.06906439329705398	113	6.6716999999999995	0.06968103966577767	-0.1498868354392434	baseline
Cn101	NC_026747.1	101	0.3333333333333333	0.3790199485747125	0.1536423744973007	0.2727272727272727	0.44871794871794873	149	1575141	0.06412124374897231	104	10.3782	0.06602583514745664	-0.2890674683471122	baseline
Cn101	NC_026748.1	341	0.5	0.48683569253584286	0.1679850046009963	0.34375	0.6190476190476191	220	1084805	0.31434220896843207	360.5	18.5325	0.3323177898331958	-1.0522055847834886	baseline
Cn101	NC_026749.1	317	0.43568464730290457	0.43403312259382587	0.16908577846423054	0.29347826086956524	0.5416666666666666	207	1814975	0.17465805314122784	297	33.3585	0.16363861761181284	0.5995473417569736	baseline
Cn101	NC_026750.1	274	0.4470800194167507	0.41805981470736503	0.14804089088914915	0.28440025009619085	0.5021834061135371	224	1422463	0.1926236394197951	278	11.8608	0.1954356633529308	-0.3372453797382976	baseline
Cn101	NC_026751.1	374	0.41522988505747127	0.4307188023101327	0.15953590931554976	0.29344632768361584	0.5363811335781602	202.5	1399503	0.2672377265357774	343	22.238999999999997	0.24508700588708993	1.3939475695849635	baseline
Cn101	NC_026752.1	312	0.4244868035190616	0.44557290198446037	0.18306016506087314	0.29693961952026465	0.5837264150943396	98	1398693	0.2230653903322602	298	14.0847	0.21305604589427415	0.9939863823865613	baseline
Cn101	NC_026753.1	311	0.40611353711790393	0.4240407159184075	0.170902601604222	0.2866116562592923	0.52036866359447	214	1186808	0.26204744154067044	318	17.7912	0.26794561546602313	-0.39345294302801387	baseline
Cn101	NC_026754.1	149	0.34101382488479265	0.39684901341062856	0.18641455589807854	0.23873873873873874	0.5	218	1059964	0.14057081183889264	171.5	24.462899999999998	0.1617979478548328	-0.9197601265589935	baseline
Cn101	NC_026755.1	325	0.36	0.4133125494459739	0.18160850526130418	0.2824074074074074	0.5022222222222222	203	1561994	0.20806738054051424	337.5	20.0151	0.2160699720997648	-0.6245284809968473	baseline
Cn101	NC_026756.1	351	0.3815789473684211	0.3974602951866379	0.15274412147564867	0.2672811059907834	0.5077287435187712	219	774062	0.45345204906066955	369	25.9455	0.47670600029455	-0.6937619240330694	baseline
Cn101	NC_026757.1	187	0.37339055793991416	0.4100458735367917	0.18565507733049952	0.2608728537932078	0.5188297704711382	211	756744	0.24711130844777096	208	21.4977	0.2748617762413709	-0.9768486861385173	baseline
Cn101	NC_026758.1	152	0.3736924686192469	0.4187141820893693	0.16568508707509613	0.2855576441102757	0.5641025641025641	128	942867	0.16121043583029207	147	14.0847	0.15590746096745353	0.35499513656662907	baseline
Cn10101	NC_026745.1	166	0.40762112705344145	0.43675845944509667	0.18506724456958462	0.2902145737327189	0.564231864633942	207.5	2291499	0.0724416637319065	220.5	31.875899999999998	0.09622522200533364	-1.7097556461150902	baseline
Cn10101	NC_026746.1	113	0.375	0.44370985705779814	0.20861214925467922	0.2830188679245283	0.6133333333333333	86	1621675	0.06968103966577767	113	6.6716999999999995	0.06968103966577767	0	baseline
Cn10101	NC_026747.1	118	0.3589837997054492	0.3962469181499531	0.15023168019376626	0.27939086294416243	0.5081168831168832	167	1575141	0.07491392834038349	104	10.3782	0.06602583514745664	1.3489815189531904	baseline
Cn10101	NC_026748.1	360	0.48863049095607236	0.4917983480772743	0.1904542083104747	0.311694587628866	0.6748083668961933	206	1084805	0.3318568775033301	360.5	18.5325	0.3323177898331958	-0.02697963037906381	baseline
Cn10101	NC_026749.1	326	0.42291860826343586	0.4278991932243172	0.1731793677161052	0.2911631846414455	0.5323529411764706	176	1814975	0.1796167991294646	297	33.3585	0.16363861761181284	0.8693436455476116	baseline
Cn10101	NC_026750.1	290	0.5620870357712463	0.4974800635297295	0.18274614126410818	0.3130787037037037	0.6444805194805195	219	1422463	0.2038717351523379	278	11.8608	0.1954356633529308	1.011736139214893	baseline
Cn10101	NC_026751.1	361	0.4106280193236715	0.4462408020089634	0.17739124053522637	0.295	0.5919282511210763	189	1399503	0.2579487146508439	343	22.238999999999997	0.24508700588708993	0.8093889113719143	baseline
Cn10101	NC_026752.1	283	0.4187192118226601	0.4459349192286138	0.18691986329956453	0.2788888888888889	0.6198686371100164	79	1398693	0.20233174828214626	298	14.0847	0.21305604589427415	-1.0649854096998872	baseline
Cn10101	NC_026753.1	313	0.4020618556701031	0.42753195365769964	0.1734780867893952	0.28346456692913385	0.5221238938053098	186	1186808	0.2637326340907712	318	17.7912	0.26794561546602313	-0.28103781644858133	baseline
Cn10101	NC_026754.1	155	0.3632286995515695	0.3968771155677366	0.1786849219110645	0.24374609130706693	0.5210524242782307	198	1059964	0.14623138144314335	171.5	24.462899999999998	0.1617979478548328	-0.6744907594765952	baseline
Cn10101	NC_026755.1	338	0.3921587241313841	0.40980014028289674	0.1722623506556735	0.27077847267939437	0.4924089512944274	184	1561994	0.21639007576213481	337.5	20.0151	0.2160699720997648	0.024981139239873894	baseline
Cn10101	NC_026756.1	377	0.37272727272727274	0.39098399886279117	0.15733477271550733	0.2537313432835821	0.5	187	774062	0.48704108973183025	369	25.9455	0.47670600029455	0.3083386329035864	baseline
Cn10101	NC_026757.1	196	0.4099259030564989	0.43032608006034095	0.20347078475166222	0.24181818181818182	0.5803969669937556	188.5	756744	0.2590043660735995	208	21.4977	0.2748617762413709	-0.5581992492220098	baseline
Cn10101	NC_026758.1	158	0.36464642413060044	0.4069195564344901	0.173994002711158	0.2735109717868338	0.5	143.5	942867	0.16757400566569836	147	14.0847	0.15590746096745353	0.7809893004465839	baseline
Cn10102	NC_026745.1	227	0.4025974025974026	0.43204031707394386	0.18651298805393687	0.2681105302464526	0.5664144968332161	196	2291499	0.0990617931755589	220.5	31.875899999999998	0.09622522200533364	0.20391581100455206	baseline
Cn10102	NC_026746.1	107	0.3619631901840491	0.40577192837370457	0.16619237387806612	0.2602325581395349	0.5535178620125443	103	1621675	0.0659811614534355	113	6.6716999999999995	0.06968103966577767	-0.8993210126354603	baseline
Cn10102	NC_026747.1	99	0.35384615384615387	0.3935534298604444	0.1775799244437651	0.24702380952380953	0.5087732760384694	169	1575141	0.06285151614998276	104	10.3782	0.06602583514745664	-0.4817791139118537	baseline
Cn10102	NC_026748.1	340	0.5	0.4759824735269672	0.16816646201028587	0.3204306220095694	0.6199160035366932	220	1084805	0.3134203843087006	360.5	18.5325	0.3323177898331958	-1.1061648455416162	baseline
Cn10102	NC_026749.1	310	0.4434175702211218	0.4300696326135637	0.1694247026870154	0.3010860436707894	0.5309455160071584	189.5	1814975	0.1708012507059326	297	33.3585	0.16363861761181284	0.3897057721420328	baseline
Cn10102	NC_026750.1	282	0.46197658602934033	0.42322465918100594	0.13933928765380713	0.313179347826087	0.49357521137229393	219.5	1422463	0.1982476872860665	278	11.8608	0.1954356633529308	0.3372453797382976	baseline
Cn10102	NC_026751.1	353	0.42857142857142855	0.43153147381500895	0.1563992736901165	0.30434782608695654	0.5280373831775701	205	1399503	0.25223239964473104	343	22.238999999999997	0.24508700588708993	0.4496605063177302	baseline
Cn10102	NC_026752.1	287	0.4375	0.4592218497904318	0.18648872441756317	0.31437556154537283	0.5970965309200603	87	1398693	0.2051915609787137	298	14.0847	0.21305604589427415	-0.7809893004465839	baseline
Cn10102	NC_026753.1	344	0.3738293170577712	0.4040352259596101	0.16679040291885075	0.2793358929749835	0.47957826747720367	205.5	1186808	0.2898531186173332	318	17.7912	0.26794561546602313	1.4613966455326228	baseline
Cn10102	NC_026754.1	148	0.3271742593182542	0.3810154758578906	0.18274016467653267	0.2262629336579428	0.46843780430627185	198.5	1059964	0.13962738357151752	171.5	24.462899999999998	0.1617979478548328	-0.9606383544060599	baseline
Cn10102	NC_026755.1	316	0.37872340425531914	0.41260539005840163	0.17530247978736904	0.2721608319058074	0.5136791564677086	191	1561994	0.20230551461785384	337.5	20.0151	0.2160699720997648	-1.0741889873145776	baseline
Cn10102	NC_026756.1	358	0.3732142857142857	0.3924168753885309	0.1437277947542835	0.27694412442396316	0.47452194697957406	207.5	774062	0.46249525231828975	369	25.9455	0.47670600029455	-0.4239656202424313	baseline
Cn10102	NC_026757.1	172	0.3905448717948718	0.41967251245778336	0.16858239039725315	0.28143617021276596	0.5464489820216692	211.5	756744	0.2272895457380567	208	21.4977	0.2748617762413709	-1.6745977476660294	baseline
Cn10102	NC_026758.1	170	0.38216732780382257	0.4247137971196182	0.16998590749317105	0.3	0.5143652679743198	108.5	942867	0.18030114533651087	147	14.0847	0.15590746096745353	1.6329776282064936	baseline
Cn10103	NC_018792.1	1	0.30158730158730157	0.30158730158730157	NA	0.30158730158730157	0.30158730158730157	126	NA	NA	1	0	NA	NA	NA
Cn10103	NC_026745.1	232	0.3842268842268842	0.41308043938955796	0.18093909331244906	0.27463565022421527	0.5402839233038348	196	2291499	0.10124377099880909	220.5	31.875899999999998	0.09622522200533364	0.36077412716189977	baseline
Cn10103	NC_026746.1	109	0.34615384615384615	0.42978370879364336	0.20283216328135872	0.2553191489361702	0.6	88	1621675	0.06721445419088289	113	6.6716999999999995	0.06968103966577767	-0.5995473417569736	baseline
Cn10103	NC_026747.1	99	0.34684684684684686	0.38691322031115544	0.14245219936542267	0.27978494623655914	0.48412799592044875	182	1575141	0.06285151614998276	104	10.3782	0.06602583514745664	-0.4817791139118537	baseline
Cn10103	NC_026748.1	354	0.5088521804422138	0.4804463044464695	0.17519023631618752	0.3227391347987554	0.607287914106096	218	1084805	0.3263259295449412	360.5	18.5325	0.3323177898331958	-0.3507351949278295	baseline
Cn10103	NC_026749.1	332	0.42857142857142855	0.4341256414653873	0.17079213855801298	0.30419866726903094	0.5523877405559515	188	1814975	0.1829226297882891	297	33.3585	0.16363861761181284	1.0492078480747036	baseline
Cn10103	NC_026750.1	274	0.4520276413893435	0.4214898827974283	0.1428625080009292	0.31301349765258213	0.49317838122164503	222	1422463	0.1926236394197951	278	11.8608	0.1954356633529308	-0.3372453797382976	baseline
Cn10103	NC_026751.1	325	0.423728813559322	0.4373828668176756	0.15399905100924993	0.30303030303030304	0.5311203319502075	207	1399503	0.23222529712333595	343	22.238999999999997	0.24508700588708993	-0.8093889113719143	baseline
Cn10103	NC_026752.1	292	0.4420722713864307	0.45725682283104274	0.16747820801976213	0.32082587954680974	0.5920943364889554	90.5	1398693	0.208766326849423	298	14.0847	0.21305604589427415	-0.42599416387995487	baseline
Cn10103	NC_026753.1	326	0.38460497835497837	0.42023439955371944	0.17522005076773034	0.28017543859649124	0.5058629068716094	199.5	1186808	0.2746863856664262	318	17.7912	0.26794561546602313	0.44966050631773014	baseline
Cn10103	NC_026754.1	174	0.2823079981822313	0.3418630075202497	0.1788501462469356	0.19369958964199802	0.4418628246753247	194.5	1059964	0.16415651852327062	171.5	24.462899999999998	0.1617979478548328	0.10219556961766595	baseline
Cn10103	NC_026755.1	327	0.3723404255319149	0.41910327567792527	0.19686028379482426	0.257123191189653	0.5260656682027649	189	1561994	0.20934779518999433	337.5	20.0151	0.2160699720997648	-0.5246039240373518	baseline
Cn10103	NC_026756.1	380	0.37700228832951943	0.3867950040566404	0.14702514127081467	0.26130050505050506	0.48043368255336694	207.5	774062	0.49091674827081033	369	25.9455	0.47670600029455	0.4239656202424313	baseline
Cn10103	NC_026757.1	183	0.38636363636363635	0.40992769852889754	0.17854028702812547	0.24736396521203724	0.5529878618113913	210	756744	0.24182550505851383	208	21.4977	0.2748617762413709	-1.1629151025458537	baseline
Cn10103	NC_026758.1	147	0.39655172413793105	0.433720229300861	0.15742513167313857	0.3277928232904536	0.5390449438202247	117	942867	0.15590746096745353	147	14.0847	0.15590746096745353	0	baseline
Cn102	NC_026745.1	216	0.3882386525834999	0.4136217570888445	0.18901319055744673	0.25724687933425794	0.5299856527977045	208	2291499	0.09426144196440846	220.5	31.875899999999998	0.09622522200533364	-0.14117248454161296	baseline
Cn102	NC_026746.1	103	0.38095238095238093	0.4377715665039451	0.20550922631255958	0.2682926829268293	0.6529037237121358	98	1621675	0.06351457597854071	113	6.6716999999999995	0.06968103966577767	-1.4988683543924337	baseline
Cn102	NC_026747.1	113	0.4094488188976378	0.4354547255105314	0.15971343723470993	0.3219178082191781	0.5443037974683544	151	1575141	0.07173960934290961	104	10.3782	0.06602583514745664	0.8672024050413367	baseline
Cn102	NC_026748.1	355	0.45217391304347826	0.4453648943425939	0.1655993602338356	0.29520697167755994	0.5495396622157186	223	1084805	0.3272477542046727	360.5	18.5325	0.3323177898331958	-0.2967759341697019	baseline
Cn102	NC_026749.1	327	0.42857142857142855	0.4273613094401838	0.17437750457406817	0.27367084826762245	0.534514592019059	202	1814975	0.18016777090593536	297	33.3585	0.16363861761181284	0.8993210126354603	baseline
Cn102	NC_026750.1	262	0.4652147610405324	0.4365451281886021	0.13268598029826764	0.3301649928263989	0.49502587694077055	223	1422463	0.18418756762038802	278	11.8608	0.1954356633529308	-1.3489815189531904	baseline
Cn102	NC_026751.1	340	0.4282595134123518	0.445800728732889	0.15601020696014542	0.3333333333333333	0.5366869685129855	212	1399503	0.2429433877597976	343	22.238999999999997	0.24508700588708993	-0.13489815189531906	baseline
Cn102	NC_026752.1	296	0.4348683231661955	0.4593239698157823	0.180208988653831	0.3101851851851852	0.6075310559006211	95	1398693	0.21162613954599044	298	14.0847	0.21305604589427415	-0.1419980546266516	baseline
Cn102	NC_026753.1	326	0.38229147228960625	0.42293546452749514	0.1685685345006071	0.29424894957983194	0.522578125	211	1186808	0.2746863856664262	318	17.7912	0.26794561546602313	0.44966050631773014	baseline
Cn102	NC_026754.1	158	0.38787208366854387	0.4101144895046733	0.17922538007181305	0.25966183574879226	0.4988839285714286	209	1059964	0.1490616662452687	171.5	24.462899999999998	0.1617979478548328	-0.5518560759353961	baseline
Cn102	NC_026755.1	352	0.36797175292750517	0.4126315998182789	0.1891367034009561	0.25581120943952806	0.5183467741935484	193.5	1561994	0.22535297830849543	337.5	20.0151	0.2160699720997648	0.724453037956343	baseline
Cn102	NC_026756.1	465	0.4065934065934066	0.4273744988933932	0.1583980455407053	0.2787878787878788	0.5652173913043478	189	774062	0.6007270735419127	369	25.9455	0.47670600029455	3.7000635948430367	het_enriched
Cn102	NC_026757.1	187	0.43243243243243246	0.44994625928293075	0.18019362344186107	0.28412195727769496	0.5949261119603989	207	756744	0.24711130844777096	208	21.4977	0.2748617762413709	-0.9768486861385173	baseline
Cn102	NC_026758.1	132	0.3875825385179751	0.4109516798149698	0.162770596349919	0.2819173363949483	0.5059770114942529	204.5	942867	0.13999853637893786	147	14.0847	0.15590746096745353	-1.0649854096998872	baseline
Cn103	NC_026745.1	224	0.37017825669856996	0.4059660564276078	0.18555115523718244	0.24914383561643835	0.5053059685412626	202.5	2291499	0.09775260648160877	220.5	31.875899999999998	0.09622522200533364	0.1098008213101434	baseline
Cn103	NC_026746.1	122	0.38770999115826704	0.4449404544365416	0.19153658496186834	0.30132743362831854	0.6252157497303129	86	1621675	0.07523085698429094	113	6.6716999999999995	0.06968103966577767	1.3489815189531904	baseline
Cn103	NC_026747.1	102	0.3438636914867815	0.39503374748577375	0.15611945344801748	0.2711309523809524	0.4970657276995305	189	1575141	0.06475610754846708	104	10.3782	0.06602583514745664	-0.1927116455647415	baseline
Cn103	NC_026748.1	348	0.49890829694323147	0.46920725018581055	0.16454068567656865	0.3159040950907759	0.585387323943662	217	1084805	0.3207949815865524	360.5	18.5325	0.3323177898331958	-0.6744907594765952	baseline
Cn103	NC_026749.1	338	0.4373913043478261	0.4323053895559114	0.1744812188421943	0.27586206896551724	0.5413563829787233	195.5	1814975	0.1862284604471136	297	33.3585	0.16363861761181284	1.2290720506017956	baseline
Cn103	NC_026750.1	279	0.4533333333333333	0.42099932397394235	0.14241308017721924	0.32159214407700665	0.49664422684618525	221	1422463	0.19613866933621474	278	11.8608	0.1954356633529308	0.0843113449345744	baseline
Cn103	NC_026751.1	378	0.40045045045045047	0.433928962739243	0.16649890991394425	0.2980769230769231	0.5484945804897632	201	1399503	0.2700958840388338	343	22.238999999999997	0.24508700588708993	1.5738117721120557	baseline
Cn103	NC_026752.1	313	0.44881889763779526	0.45895050643887997	0.180830474325899	0.3160377358490566	0.589622641509434	103	1398693	0.22378034350640205	298	14.0847	0.21305604589427415	1.0649854096998872	baseline
Cn103	NC_026753.1	331	0.3864734299516908	0.40815912138961713	0.17180205794768022	0.2654589371980677	0.5043668954996186	208	1186808	0.27889936704167817	318	17.7912	0.26794561546602313	0.7306983227663114	baseline
Cn103	NC_026754.1	139	0.32286995515695066	0.3859323315610655	0.17693868600497514	0.25898820520108	0.4743273604033098	215	1059964	0.13113652916514146	171.5	24.462899999999998	0.1617979478548328	-1.3285424050296573	baseline
Cn103	NC_026755.1	339	0.33783783783783783	0.4012845018828266	0.20291309929881646	0.2387057387057387	0.519978876958282	195	1561994	0.21703028308687486	337.5	20.0151	0.2160699720997648	0.07494341771962168	baseline
Cn103	NC_026756.1	364	0.37263017356475303	0.39220365836825316	0.15895685846127058	0.25471238219044523	0.5056020733652313	213	774062	0.4702465693962499	369	25.9455	0.47670600029455	-0.1927116455647415	baseline
Cn103	NC_026757.1	194	0.3788165405548918	0.4124159331756994	0.1885999546906155	0.25	0.5305010893246187	213	756744	0.25636146437897095	208	21.4977	0.2748617762413709	-0.6512324574256781	baseline
Cn103	NC_026758.1	171	0.3835616438356164	0.40790020214768763	0.1544353354399009	0.29568655643422	0.5100721784776903	127	942867	0.1813617403090786	147	14.0847	0.15590746096745353	1.7039766555198195	baseline
Cn104	NC_026745.1	210	0.3816123816123816	0.4118179730190521	0.1799935684541605	0.2569793864632365	0.5112672715412441	213	2291499	0.09164306857650822	220.5	31.875899999999998	0.09622522200533364	-0.3294024639304302	baseline
Cn104	NC_026746.1	109	0.3333333333333333	0.42108407724271163	0.19230304744640878	0.26244343891402716	0.5959595959595959	70	1621675	0.06721445419088289	113	6.6716999999999995	0.06968103966577767	-0.5995473417569736	baseline
